2.511611816406250000e+03 -8.009367675781250000e+02 -3.994140625000000000e+00 -9.702148437500000000e+00
2.511185791015625000e+03 -8.019332275390625000e+02 -4.260253906250000000e+00 -9.964599609375000000e+00
2.510773925781250000e+03 -8.028978271484375000e+02 -4.118652343750000000e+00 -9.645996093750000000e+00
2.510353759765625000e+03 -8.038563232421875000e+02 -4.201660156250000000e+00 -9.584960937500000000e+00
2.509935058593750000e+03 -8.048107299804687500e+02 -4.187011718750000000e+00 -9.544067382812500000e+00
2.509518554687500000e+03 -8.057390747070312500e+02 -4.165039062500000000e+00 -9.283447265625000000e+00
2.509094482421875000e+03 -8.066852416992187500e+02 -4.240722656250000000e+00 -9.461669921875000000e+00
2.508670898437500000e+03 -8.076160888671875000e+02 -4.235839843750000000e+00 -9.308471679687500000e+00
2.508261718750000000e+03 -8.084936523437500000e+02 -4.091796875000000000e+00 -8.775634765625000000e+00
2.507836181640625000e+03 -8.094088134765625000e+02 -4.255371093750000000e+00 -9.151611328125000000e+00
2.507421875000000000e+03 -8.103002929687500000e+02 -4.143066406250000000e+00 -8.914794921875000000e+00
2.507004394531250000e+03 -8.111760253906250000e+02 -4.174804687500000000e+00 -8.757324218750000000e+00
2.506597900390625000e+03 -8.120253295898437500e+02 -4.064941406250000000e+00 -8.493041992187500000e+00
2.506191650390625000e+03 -8.128713378906250000e+02 -4.062500000000000000e+00 -8.460083007812500000e+00
2.505787841796875000e+03 -8.137007446289062500e+02 -4.038085937500000000e+00 -8.294067382812500000e+00
2.505380126953125000e+03 -8.145259399414062500e+02 -4.077148437500000000e+00 -8.251953125000000000e+00
2.504982666015625000e+03 -8.153192138671875000e+02 -3.974609375000000000e+00 -7.932739257812500000e+00
2.504583740234375000e+03 -8.161148071289062500e+02 -3.989257812500000000e+00 -7.955932617187500000e+00
2.504195800781250000e+03 -8.168757324218750000e+02 -3.879394531250000000e+00 -7.609252929687500000e+00
2.503802734375000000e+03 -8.176347045898437500e+02 -3.930664062500000000e+00 -7.589721679687500000e+00
2.503415283203125000e+03 -8.183804931640625000e+02 -3.874511718750000000e+00 -7.457885742187500000e+00
2.503035644531250000e+03 -8.190988769531250000e+02 -3.796386718750000000e+00 -7.183837890625000000e+00
2.502660644531250000e+03 -8.198171997070312500e+02 -3.750000000000000000e+00 -7.183227539062500000e+00
2.502288574218750000e+03 -8.205177001953125000e+02 -3.720703125000000000e+00 -7.005004882812500000e+00
2.501928222656250000e+03 -8.211907958984375000e+02 -3.603515625000000000e+00 -6.730957031250000000e+00
2.501573242187500000e+03 -8.218452758789062500e+02 -3.549804687500000000e+00 -6.544799804687500000e+00
2.501226562500000000e+03 -8.224833374023437500e+02 -3.466796875000000000e+00 -6.380615234375000000e+00
2.500888916015625000e+03 -8.230949707031250000e+02 -3.376464843750000000e+00 -6.116333007812500000e+00
2.500557128906250000e+03 -8.236835937500000000e+02 -3.317871093750000000e+00 -5.886230468750000000e+00
2.500237548828125000e+03 -8.242501831054687500e+02 -3.195800781250000000e+00 -5.665893554687500000e+00
2.499933837890625000e+03 -8.247968750000000000e+02 -3.037109375000000000e+00 -5.466918945312500000e+00
2.499623535156250000e+03 -8.253388061523437500e+02 -3.103027343750000000e+00 -5.419311523437500000e+00
2.499334960937500000e+03 -8.258388061523437500e+02 -2.885742187500000000e+00 -5.000000000000000000e+00
