2.506361083984375000e+03 -8.122482299804687500e+02 -4.401855468750000000e+00 -9.651489257812500000e+00
2.505916748046875000e+03 -8.132288818359375000e+02 -4.443359375000000000e+00 -9.806518554687500000e+00
2.505471191406250000e+03 -8.141929321289062500e+02 -4.455566406250000000e+00 -9.640502929687500000e+00
2.505023681640625000e+03 -8.151435546875000000e+02 -4.475097656250000000e+00 -9.506225585937500000e+00
2.504580322265625000e+03 -8.160838623046875000e+02 -4.433593750000000000e+00 -9.403076171875000000e+00
2.504139648437500000e+03 -8.170119018554687500e+02 -4.406738281250000000e+00 -9.280395507812500000e+00
2.503694824218750000e+03 -8.179436645507812500e+02 -4.448242187500000000e+00 -9.317626953125000000e+00
2.503259277343750000e+03 -8.188452148437500000e+02 -4.355468750000000000e+00 -9.015502929687500000e+00
2.502820800781250000e+03 -8.197326660156250000e+02 -4.384765625000000000e+00 -8.874511718750000000e+00
2.502385253906250000e+03 -8.206130981445312500e+02 -4.355468750000000000e+00 -8.804321289062500000e+00
2.501958496093750000e+03 -8.214677124023437500e+02 -4.267578125000000000e+00 -8.546142578125000000e+00
2.501537109375000000e+03 -8.223159179687500000e+02 -4.213867187500000000e+00 -8.482055664062500000e+00
2.501119384765625000e+03 -8.231299438476562500e+02 -4.177246093750000000e+00 -8.140258789062500000e+00
2.500712402343750000e+03 -8.239317016601562500e+02 -4.069824218750000000e+00 -8.017578125000000000e+00
2.500300781250000000e+03 -8.247160034179687500e+02 -4.116210937500000000e+00 -7.843017578125000000e+00
2.499914794921875000e+03 -8.254876708984375000e+02 -3.859863281250000000e+00 -7.716674804687500000e+00
2.499515625000000000e+03 -8.262385253906250000e+02 -3.991699218750000000e+00 -7.508544921875000000e+00
2.499140136718750000e+03 -8.269571533203125000e+02 -3.754882812500000000e+00 -7.186279296875000000e+00
2.498756347656250000e+03 -8.276807861328125000e+02 -3.837890625000000000e+00 -7.236328125000000000e+00
2.498397705078125000e+03 -8.283545532226562500e+02 -3.586425781250000000e+00 -6.737670898437500000e+00
2.498047851562500000e+03 -8.290207519531250000e+02 -3.498535156250000000e+00 -6.661987304687500000e+00
2.497700683593750000e+03 -8.296572265625000000e+02 -3.471679687500000000e+00 -6.364746093750000000e+00
2.497367431640625000e+03 -8.302847290039062500e+02 -3.332519531250000000e+00 -6.275024414062500000e+00
