2.511185302734375000e+03 -8.010765380859375000e+02 7.551760864257812500e+01 4.500718593597412109e+00 2.029796123504638672e+00 1.702839374542236328e+00 -1.963566184043884277e+00 -4.362792968750000000e+00 -1.045166015625000000e+01 1.171406436254091910e+00 1.555774173149965911e+00 1.000000000000000000e+00
2.510760742187500000e+03 -8.021061401367187500e+02 7.552060699462890625e+01 4.489494323730468750e+00 2.028005599975585938e+00 1.697698950767517090e+00 -1.966111779212951660e+00 -4.245605468750000000e+00 -1.029602050781250000e+01 1.171406436254091910e+00 1.555774173149965911e+00 1.000000000000000000e+00
2.510320556640625000e+03 -8.031490478515625000e+02 7.553521728515625000e+01 4.487050056457519531e+00 2.029745817184448242e+00 1.706974625587463379e+00 -1.967364311218261719e+00 -4.401855468750000000e+00 -1.042907714843750000e+01 -1.562499998437500315e+00 -1.330566404919433676e+00 1.000000000000000000e+00
2.509885742187500000e+03 -8.041872558593750000e+02 7.553464508056640625e+01 4.480415344238281250e+00 2.027784109115600586e+00 1.708654761314392090e+00 -1.969323158264160156e+00 -4.348144531250000000e+00 -1.038208007812500000e+01 5.368946166164587641e-01 4.697827895394013908e-01 1.000000000000000000e+00
2.509450927734375000e+03 -8.052142944335937500e+02 7.554421234130859375e+01 4.492958545684814453e+00 2.036947727203369141e+00 1.703762054443359375e+00 -1.973429203033447266e+00 -4.348144531250000000e+00 -1.027038574218750000e+01 0.000000000000000000e+00 1.116943358258057017e+00 1.000000000000000000e+00
2.509009277343750000e+03 -8.062437133789062500e+02 7.554521942138671875e+01 4.484779357910156250e+00 2.031634330749511719e+00 1.710261225700378418e+00 -1.976884126663208008e+00 -4.416503906250000000e+00 -1.029418945312500000e+01 -6.833204211482202250e-01 -2.379419323641124018e-01 1.000000000000000000e+00
2.508571533203125000e+03 -8.072614746093750000e+02 7.555422210693359375e+01 4.504891872406005859e+00 2.036322832107543945e+00 1.703876495361328125e+00 -1.980215311050415039e+00 -4.377441406250000000e+00 -1.017761230468750000e+01 3.906249996093751342e-01 1.165771483209228743e+00 1.000000000000000000e+00
2.508130615234375000e+03 -8.082720947265625000e+02 7.556071472167968750e+01 4.527379035949707031e+00 2.046151161193847656e+00 1.696463227272033691e+00 -1.982687592506408691e+00 -4.409179687500000000e+00 -1.010620117187500000e+01 -3.172559098188165172e-01 7.138257970923371776e-01 1.000000000000000000e+00
2.507685791015625000e+03 -8.092918701171875000e+02 7.557242584228515625e+01 4.522520542144775391e+00 2.043296098709106445e+00 1.698867321014404297e+00 -1.986546397209167480e+00 -4.448242187500000000e+00 -1.019775390625000000e+01 -3.905078472553157876e-01 -9.152527670046463060e-01 1.000000000000000000e+00
2.507250244140625000e+03 -8.102792968750000000e+02 7.558299255371093750e+01 4.530639648437500000e+00 2.045148611068725586e+00 1.699641823768615723e+00 -1.987756252288818359e+00 -4.355468750000000000e+00 -9.874267578125000000e+00 9.273634287011559563e-01 3.233569850076399188e+00 1.000000000000000000e+00
2.506801269531250000e+03 -8.112830810546875000e+02 7.559107971191406250e+01 4.527693271636962891e+00 2.044596672058105469e+00 1.699605703353881836e+00 -1.991242766380310059e+00 -4.489746093750000000e+00 -1.003784179687500000e+01 -1.342639172240136292e+00 -1.635578628001620682e+00 1.000000000000000000e+00
