2.550381347656250000e+03 -8.273029174804687500e+02 7.489292907714843750e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+01
2.550383789062500000e+03 -8.268182983398437500e+02 7.488835144042968750e+01 5.053719505667686462e-03 9.999425411224365234e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550385742187500000e+03 -8.263336791992187500e+02 7.488376617431640625e+01 4.440336022526025772e-03 9.999454021453857422e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550387695312500000e+03 -8.258490600585937500e+02 7.487918090820312500e+01 3.840452758595347404e-03 9.999479055404663086e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550389160156250000e+03 -8.253644409179687500e+02 7.487459564208984375e+01 3.260642755776643753e-03 9.999499917030334473e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550390625000000000e+03 -8.248797607421875000e+02 7.487001800537109375e+01 2.707196166738867760e-03 9.999516010284423828e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550391601562500000e+03 -8.243951416015625000e+02 7.486543273925781250e+01 2.186092548072338104e-03 9.999529123306274414e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550392578125000000e+03 -8.239105224609375000e+02 7.486084747314453125e+01 1.703019603155553341e-03 9.999538064002990723e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550393066406250000e+03 -8.234259033203125000e+02 7.485626220703125000e+01 1.263361773453652859e-03 9.999544620513916016e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550393554687500000e+03 -8.229412231445312500e+02 7.485168457031250000e+01 8.722022757865488529e-04 9.999548792839050293e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550393798828125000e+03 -8.224566040039062500e+02 7.484709930419921875e+01 5.343362572602927685e-04 9.999551177024841309e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550393798828125000e+03 -8.219719848632812500e+02 7.484251403808593750e+01 2.542445727158337831e-04 9.999552369117736816e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550393798828125000e+03 -8.214873046875000000e+02 7.483792877197265625e+01 3.612000728026032448e-05 9.999552965164184570e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550393798828125000e+03 -8.210026855468750000e+02 7.483335113525390625e+01 -1.161536129075102508e-04 9.999552965164184570e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550393798828125000e+03 -8.205180664062500000e+02 7.482876586914062500e+01 -1.989780721487477422e-04 9.999552369117736816e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550393554687500000e+03 -8.200334472656250000e+02 7.482418060302734375e+01 -2.090692432830110192e-04 9.999552369117736816e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550393554687500000e+03 -8.195487670898437500e+02 7.481959533691406250e+01 -1.434311852790415287e-04 9.999552965164184570e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550393554687500000e+03 -8.190641479492187500e+02 7.481501770019531250e+01 6.282641606958350167e-07 9.999552965164184570e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550393798828125000e+03 -8.185795288085937500e+02 7.481043243408203125e+01 2.255001745652407408e-04 9.999552369117736816e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550394042968750000e+03 -8.180948486328125000e+02 7.480584716796875000e+01 5.332821747288107872e-04 9.999551177024841309e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550394287109375000e+03 -8.176102294921875000e+02 7.480126190185546875e+01 9.257682831957936287e-04 9.999548792839050293e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550395019531250000e+03 -8.171256103515625000e+02 7.479668426513671875e+01 1.404451206326484680e-03 9.999542832374572754e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550395996093750000e+03 -8.166409912109375000e+02 7.479209899902343750e+01 1.970533048734068871e-03 9.999533295631408691e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550397216796875000e+03 -8.161563110351562500e+02 7.478751373291015625e+01 2.624906599521636963e-03 9.999518394470214844e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550398925781250000e+03 -8.156716918945312500e+02 7.478292846679687500e+01 3.368171863257884979e-03 9.999496340751647949e-01 -9.456836618483066559e-03 1.500000000000000000e+01
2.550401123046875000e+03 -8.151735839843750000e+02 7.477959442138671875e+01 4.188900813460350037e-03 9.999688267707824707e-01 -6.691843736916780472e-03 1.500000000000000000e+01
2.550403564453125000e+03 -8.146754760742187500e+02 7.477626800537109375e+01 4.993442445993423462e-03 9.999651312828063965e-01 -6.691843736916780472e-03 1.500000000000000000e+01
2.550406250000000000e+03 -8.141773681640625000e+02 7.477293395996093750e+01 5.746911745518445969e-03 9.999610781669616699e-01 -6.691843736916780472e-03 1.500000000000000000e+01
2.550409667968750000e+03 -8.136793212890625000e+02 7.476959991455078125e+01 6.449307780712842941e-03 9.999567866325378418e-01 -6.691843736916780472e-03 1.500000000000000000e+01
2.550413085937500000e+03 -8.131812133789062500e+02 7.476626586914062500e+01 7.100636605173349380e-03 9.999523758888244629e-01 -6.691843736916780472e-03 1.500000000000000000e+01
