2.510644775390625000e+03 -8.195928344726562500e+02 7.608804321289062500e+01 5.285999774932861328e+00 2.332000017166137695e+00 2.329999923706054688e+00 -2.018435716629028320e+00 -2.853706598281860352e+00 -5.866994380950927734e+00 3.231830090354586571e-01 1.148045991331886118e+00 1.000000000000000000e+00
2.510361328125000000e+03 -8.201742553710937500e+02 7.609375000000000000e+01 5.285999774932861328e+00 2.332000017166137695e+00 2.329999923706054688e+00 -2.020976305007934570e+00 -2.821375370025634766e+00 -5.752143859863281250e+00 3.231830090354586571e-01 1.148045991331886118e+00 1.000000000000000000e+00
2.510080566406250000e+03 -8.207434692382812500e+02 7.609882354736328125e+01 5.285999774932861328e+00 2.332000017166137695e+00 2.329999923706054688e+00 -2.023399591445922852e+00 -2.777139425277709961e+00 -5.638773441314697266e+00 4.423594470368886755e-01 1.133704184352135824e+00 1.000000000000000000e+00
2.509805664062500000e+03 -8.213022460937500000e+02 7.610330963134765625e+01 5.285999774932861328e+00 2.332000017166137695e+00 2.329999923706054688e+00 -2.025863647460937500e+00 -2.738723754882812500e+00 -5.525209903717041016e+00 3.840031023240418340e-01 1.135181302320452890e+00 1.000000000000000000e+00
2.509532714843750000e+03 -8.218487548828125000e+02 7.610747528076171875e+01 5.285999774932861328e+00 2.332000017166137695e+00 2.329999923706054688e+00 -2.028280973434448242e+00 -2.702841520309448242e+00 -5.401668071746826172e+00 3.588223453748203284e-01 1.235418318466730447e+00 1.000000000000000000e+00
2.509265136718750000e+03 -8.223827514648437500e+02 7.611307525634765625e+01 5.285999774932861328e+00 2.332000017166137695e+00 2.329999923706054688e+00 -2.030556440353393555e+00 -2.651490449905395508e+00 -5.277186393737792969e+00 5.133053813746720762e-01 1.244319051225522665e+00 1.000000000000000000e+00
2.509002197265625000e+03 -8.229044189453125000e+02 7.611861419677734375e+01 5.285999774932861328e+00 2.332000017166137695e+00 2.329999923706054688e+00 -2.032594203948974609e+00 -2.602382421493530273e+00 -5.161537647247314453e+00 4.910802836275722227e-01 1.156487463748298028e+00 1.000000000000000000e+00
2.508744628906250000e+03 -8.234152832031250000e+02 7.612323760986328125e+01 5.285999774932861328e+00 2.332000017166137695e+00 2.329999923706054688e+00 -2.034445762634277344e+00 -2.548946619033813477e+00 -5.043100833892822266e+00 5.341443663164969768e-01 1.183894574531214605e+00 1.000000000000000000e+00
2.508492187500000000e+03 -8.239133911132812500e+02 7.612840270996093750e+01 5.285999774932861328e+00 2.332000017166137695e+00 2.329999923706054688e+00 -2.036085367202758789e+00 -2.501822233200073242e+00 -4.916096687316894531e+00 4.711025271081676347e-01 1.269660566319721573e+00 1.000000000000000000e+00
2.508243896484375000e+03 -8.243988647460937500e+02 7.613148498535156250e+01 5.285999774932861328e+00 2.332000017166137695e+00 2.329999923706054688e+00 -2.037586212158203125e+00 -2.445630073547363281e+00 -4.798742771148681641e+00 5.616969171985232157e-01 1.173069932536044302e+00 1.000000000000000000e+00
2.508002929687500000e+03 -8.248733520507812500e+02 7.613330078125000000e+01 5.285999774932861328e+00 2.332000017166137695e+00 2.329999923706054688e+00 -2.039437294006347656e+00 -2.392639160156250000e+00 -4.672814846038818359e+00 5.298561477664998076e-01 1.259153334506028399e+00 1.000000000000000000e+00
